image_name,xmin,xmax,ymin,ymax,class_id
0_0_42_aug_171.jpg,455,505,650,701,2
0_0_42_aug_171.jpg,505,555,650,701,2
0_0_42_aug_171.jpg,203,558,387,755,1
0_0_42_aug_171.jpg,204,254,393,444,2
0_0_42_aug_171.jpg,254,304,393,444,2
0_0_42_aug_171.jpg,305,355,393,444,2
0_0_42_aug_171.jpg,355,404,393,444,2
0_0_42_aug_171.jpg,404,454,393,444,2
0_0_42_aug_171.jpg,455,505,393,444,2
0_0_42_aug_171.jpg,505,555,393,444,2
0_0_42_aug_171.jpg,204,254,444,495,2
0_0_42_aug_171.jpg,254,304,444,495,2
0_0_42_aug_171.jpg,305,355,444,495,2
0_0_42_aug_171.jpg,355,404,444,495,2
0_0_42_aug_171.jpg,404,454,444,495,2
0_0_42_aug_171.jpg,455,505,444,495,2
0_0_42_aug_171.jpg,505,555,444,495,2
0_0_42_aug_171.jpg,204,254,496,547,2
0_0_42_aug_171.jpg,254,304,496,547,2
0_0_42_aug_171.jpg,305,355,496,547,2
0_0_42_aug_171.jpg,355,404,496,547,2
0_0_42_aug_171.jpg,404,454,496,547,2
0_0_42_aug_171.jpg,455,505,496,547,2
0_0_42_aug_171.jpg,505,555,496,547,2
0_0_42_aug_171.jpg,204,254,547,598,2
0_0_42_aug_171.jpg,254,304,547,598,2
0_0_42_aug_171.jpg,305,355,547,598,2
0_0_42_aug_171.jpg,355,404,547,598,2
0_0_42_aug_171.jpg,404,454,547,598,2
0_0_42_aug_171.jpg,455,505,547,598,2
0_0_42_aug_171.jpg,505,555,547,598,2
0_0_42_aug_171.jpg,204,254,598,649,2
0_0_42_aug_171.jpg,254,304,598,649,2
0_0_42_aug_171.jpg,305,355,598,649,2
0_0_42_aug_171.jpg,355,404,598,649,2
0_0_42_aug_171.jpg,404,454,598,649,2
0_0_42_aug_171.jpg,455,505,598,649,2
0_0_42_aug_171.jpg,505,555,598,649,2
0_0_42_aug_171.jpg,204,254,650,701,2
0_0_42_aug_171.jpg,254,304,650,701,2
0_0_42_aug_171.jpg,305,355,650,701,2
0_0_42_aug_171.jpg,355,404,650,701,2
0_0_42_aug_171.jpg,404,454,650,701,2
0_0_42_aug_747.jpg,477,528,663,715,2
0_0_42_aug_747.jpg,527,578,663,715,2
0_0_42_aug_747.jpg,223,580,398,770,1
0_0_42_aug_747.jpg,224,275,404,456,2
0_0_42_aug_747.jpg,275,326,404,456,2
0_0_42_aug_747.jpg,325,376,404,456,2
0_0_42_aug_747.jpg,376,426,404,456,2
0_0_42_aug_747.jpg,425,476,404,456,2
0_0_42_aug_747.jpg,477,528,404,456,2
0_0_42_aug_747.jpg,527,578,404,456,2
0_0_42_aug_747.jpg,224,275,456,508,2
0_0_42_aug_747.jpg,275,326,456,508,2
0_0_42_aug_747.jpg,325,376,456,508,2
0_0_42_aug_747.jpg,376,426,456,508,2
0_0_42_aug_747.jpg,425,476,456,508,2
0_0_42_aug_747.jpg,477,528,456,508,2
0_0_42_aug_747.jpg,527,578,456,508,2
0_0_42_aug_747.jpg,224,275,508,560,2
0_0_42_aug_747.jpg,275,326,508,560,2
0_0_42_aug_747.jpg,325,376,508,560,2
0_0_42_aug_747.jpg,376,426,508,560,2
0_0_42_aug_747.jpg,425,476,508,560,2
0_0_42_aug_747.jpg,477,528,508,560,2
0_0_42_aug_747.jpg,527,578,508,560,2
0_0_42_aug_747.jpg,224,275,559,611,2
0_0_42_aug_747.jpg,275,326,559,611,2
0_0_42_aug_747.jpg,325,376,559,611,2
0_0_42_aug_747.jpg,376,426,559,611,2
0_0_42_aug_747.jpg,425,476,559,611,2
0_0_42_aug_747.jpg,477,528,559,611,2
0_0_42_aug_747.jpg,527,578,559,611,2
0_0_42_aug_747.jpg,224,275,611,663,2
0_0_42_aug_747.jpg,275,326,611,663,2
0_0_42_aug_747.jpg,325,376,611,663,2
0_0_42_aug_747.jpg,376,426,611,663,2
0_0_42_aug_747.jpg,425,476,611,663,2
0_0_42_aug_747.jpg,477,528,611,663,2
0_0_42_aug_747.jpg,527,578,611,663,2
0_0_42_aug_747.jpg,224,275,663,715,2
0_0_42_aug_747.jpg,275,326,663,715,2
0_0_42_aug_747.jpg,325,376,663,715,2
0_0_42_aug_747.jpg,376,426,663,715,2
0_0_42_aug_747.jpg,425,476,663,715,2
40_3_2_aug_214.jpg,475,526,443,495,2
40_3_2_aug_214.jpg,475,526,598,650,2
40_3_2_aug_214.jpg,218,581,385,756,1
5_1_37_aug_654.jpg,427,478,643,695,2
5_1_37_aug_654.jpg,479,530,643,695,2
5_1_37_aug_654.jpg,222,584,379,749,1
5_1_37_aug_654.jpg,223,274,385,437,2
5_1_37_aug_654.jpg,274,325,385,437,2
5_1_37_aug_654.jpg,326,377,385,437,2
5_1_37_aug_654.jpg,377,427,385,437,2
5_1_37_aug_654.jpg,530,581,385,437,2
5_1_37_aug_654.jpg,223,274,437,489,2
5_1_37_aug_654.jpg,274,325,437,489,2
5_1_37_aug_654.jpg,326,377,437,489,2
5_1_37_aug_654.jpg,377,427,437,489,2
5_1_37_aug_654.jpg,427,478,437,489,2
5_1_37_aug_654.jpg,479,530,437,489,2
5_1_37_aug_654.jpg,223,274,488,540,2
5_1_37_aug_654.jpg,274,325,488,540,2
5_1_37_aug_654.jpg,326,377,488,540,2
5_1_37_aug_654.jpg,377,427,488,540,2
5_1_37_aug_654.jpg,427,478,488,540,2
5_1_37_aug_654.jpg,479,530,488,540,2
5_1_37_aug_654.jpg,530,581,488,540,2
5_1_37_aug_654.jpg,223,274,540,592,2
5_1_37_aug_654.jpg,274,325,540,592,2
5_1_37_aug_654.jpg,326,377,540,592,2
5_1_37_aug_654.jpg,377,427,540,592,2
5_1_37_aug_654.jpg,427,478,540,592,2
5_1_37_aug_654.jpg,479,530,540,592,2
5_1_37_aug_654.jpg,530,581,540,592,2
5_1_37_aug_654.jpg,223,274,591,643,2
5_1_37_aug_654.jpg,274,325,591,643,2
5_1_37_aug_654.jpg,326,377,591,643,2
5_1_37_aug_654.jpg,377,427,591,643,2
5_1_37_aug_654.jpg,427,478,591,643,2
5_1_37_aug_654.jpg,479,530,591,643,2
5_1_37_aug_654.jpg,530,581,591,643,2
5_1_37_aug_654.jpg,223,274,643,695,2
5_1_37_aug_654.jpg,326,377,643,695,2
5_1_37_aug_654.jpg,377,427,643,695,2
27_3_15_aug_824.jpg,405,456,649,700,2
27_3_15_aug_824.jpg,457,508,649,700,2
27_3_15_aug_824.jpg,200,562,387,755,1
27_3_15_aug_824.jpg,405,456,393,444,2
27_3_15_aug_824.jpg,508,559,393,444,2
27_3_15_aug_824.jpg,304,355,444,495,2
27_3_15_aug_824.jpg,201,252,496,547,2
27_3_15_aug_824.jpg,355,405,496,547,2
27_3_15_aug_824.jpg,201,252,547,598,2
27_3_15_aug_824.jpg,355,405,547,598,2
27_3_15_aug_824.jpg,405,456,547,598,2
27_3_15_aug_824.jpg,405,456,598,649,2
27_3_15_aug_824.jpg,201,252,649,700,2
27_3_15_aug_824.jpg,253,304,649,700,2
27_3_15_aug_824.jpg,304,355,649,700,2
27_3_15_aug_824.jpg,355,405,649,700,2
44_1_aug_520.jpg,212,570,382,743,1
2_3_40_aug_447.jpg,461,513,653,705,2
2_3_40_aug_447.jpg,513,565,653,705,2
2_3_40_aug_447.jpg,200,568,387,760,1
2_3_40_aug_447.jpg,201,253,393,445,2
2_3_40_aug_447.jpg,253,305,393,445,2
2_3_40_aug_447.jpg,305,357,393,445,2
2_3_40_aug_447.jpg,357,408,393,445,2
2_3_40_aug_447.jpg,408,460,393,445,2
2_3_40_aug_447.jpg,513,565,393,445,2
2_3_40_aug_447.jpg,201,253,445,497,2
2_3_40_aug_447.jpg,253,305,445,497,2
2_3_40_aug_447.jpg,305,357,445,497,2
2_3_40_aug_447.jpg,357,408,445,497,2
2_3_40_aug_447.jpg,408,460,445,497,2
2_3_40_aug_447.jpg,513,565,445,497,2
2_3_40_aug_447.jpg,201,253,497,549,2
2_3_40_aug_447.jpg,253,305,497,549,2
2_3_40_aug_447.jpg,305,357,497,549,2
2_3_40_aug_447.jpg,357,408,497,549,2
2_3_40_aug_447.jpg,408,460,497,549,2
2_3_40_aug_447.jpg,461,513,497,549,2
2_3_40_aug_447.jpg,513,565,497,549,2
2_3_40_aug_447.jpg,201,253,549,601,2
2_3_40_aug_447.jpg,253,305,549,601,2
2_3_40_aug_447.jpg,305,357,549,601,2
2_3_40_aug_447.jpg,357,408,549,601,2
2_3_40_aug_447.jpg,408,460,549,601,2
2_3_40_aug_447.jpg,461,513,549,601,2
2_3_40_aug_447.jpg,513,565,549,601,2
2_3_40_aug_447.jpg,201,253,601,653,2
2_3_40_aug_447.jpg,253,305,601,653,2
2_3_40_aug_447.jpg,305,357,601,653,2
2_3_40_aug_447.jpg,357,408,601,653,2
2_3_40_aug_447.jpg,408,460,601,653,2
2_3_40_aug_447.jpg,461,513,601,653,2
2_3_40_aug_447.jpg,513,565,601,653,2
2_3_40_aug_447.jpg,201,253,653,705,2
2_3_40_aug_447.jpg,253,305,653,705,2
2_3_40_aug_447.jpg,305,357,653,705,2
2_3_40_aug_447.jpg,357,408,653,705,2
2_3_40_aug_447.jpg,408,460,653,705,2
0_7_42_aug_333.jpg,455,505,657,709,2
0_7_42_aug_333.jpg,506,556,657,709,2
0_7_42_aug_333.jpg,203,559,392,763,1
0_7_42_aug_333.jpg,204,254,398,450,2
0_7_42_aug_333.jpg,254,304,398,450,2
0_7_42_aug_333.jpg,305,355,398,450,2
0_7_42_aug_333.jpg,355,404,398,450,2
0_7_42_aug_333.jpg,404,454,398,450,2
0_7_42_aug_333.jpg,455,505,398,450,2
0_7_42_aug_333.jpg,506,556,398,450,2
0_7_42_aug_333.jpg,204,254,450,502,2
0_7_42_aug_333.jpg,254,304,450,502,2
0_7_42_aug_333.jpg,305,355,450,502,2
0_7_42_aug_333.jpg,355,404,450,502,2
0_7_42_aug_333.jpg,404,454,450,502,2
0_7_42_aug_333.jpg,455,505,450,502,2
0_7_42_aug_333.jpg,506,556,450,502,2
0_7_42_aug_333.jpg,204,254,502,554,2
0_7_42_aug_333.jpg,254,304,502,554,2
0_7_42_aug_333.jpg,305,355,502,554,2
0_7_42_aug_333.jpg,355,404,502,554,2
0_7_42_aug_333.jpg,404,454,502,554,2
0_7_42_aug_333.jpg,455,505,502,554,2
0_7_42_aug_333.jpg,506,556,502,554,2
0_7_42_aug_333.jpg,204,254,554,606,2
0_7_42_aug_333.jpg,254,304,554,606,2
0_7_42_aug_333.jpg,305,355,554,606,2
0_7_42_aug_333.jpg,355,404,554,606,2
0_7_42_aug_333.jpg,404,454,554,606,2
0_7_42_aug_333.jpg,455,505,554,606,2
0_7_42_aug_333.jpg,506,556,554,606,2
0_7_42_aug_333.jpg,204,254,605,657,2
0_7_42_aug_333.jpg,254,304,605,657,2
0_7_42_aug_333.jpg,305,355,605,657,2
0_7_42_aug_333.jpg,355,404,605,657,2
0_7_42_aug_333.jpg,404,454,605,657,2
0_7_42_aug_333.jpg,455,505,605,657,2
0_7_42_aug_333.jpg,506,556,605,657,2
0_7_42_aug_333.jpg,204,254,657,709,2
0_7_42_aug_333.jpg,254,304,657,709,2
0_7_42_aug_333.jpg,305,355,657,709,2
0_7_42_aug_333.jpg,355,404,657,709,2
0_7_42_aug_333.jpg,404,454,657,709,2
18_5_24_aug_296.jpg,370,420,631,681,2
18_5_24_aug_296.jpg,524,575,631,681,2
18_5_24_aug_296.jpg,215,579,373,734,1
18_5_24_aug_296.jpg,216,267,379,429,2
18_5_24_aug_296.jpg,319,370,379,429,2
18_5_24_aug_296.jpg,370,420,379,429,2
18_5_24_aug_296.jpg,473,524,379,429,2
18_5_24_aug_296.jpg,319,370,429,479,2
18_5_24_aug_296.jpg,370,420,429,479,2
18_5_24_aug_296.jpg,421,472,429,479,2
18_5_24_aug_296.jpg,524,575,429,479,2
18_5_24_aug_296.jpg,216,267,480,530,2
18_5_24_aug_296.jpg,267,318,480,530,2
18_5_24_aug_296.jpg,319,370,480,530,2
18_5_24_aug_296.jpg,421,472,480,530,2
18_5_24_aug_296.jpg,524,575,480,530,2
18_5_24_aug_296.jpg,216,267,530,580,2
18_5_24_aug_296.jpg,267,318,530,580,2
18_5_24_aug_296.jpg,319,370,530,580,2
18_5_24_aug_296.jpg,524,575,530,580,2
18_5_24_aug_296.jpg,216,267,580,630,2
18_5_24_aug_296.jpg,421,472,580,630,2
18_5_24_aug_296.jpg,524,575,580,630,2
18_5_24_aug_296.jpg,267,318,631,681,2
18_5_24_aug_296.jpg,319,370,631,681,2
0_4_42_aug_458.jpg,475,527,666,717,2
0_4_42_aug_458.jpg,527,579,666,717,2
0_4_42_aug_458.jpg,216,582,404,771,1
0_4_42_aug_458.jpg,217,269,410,461,2
0_4_42_aug_458.jpg,269,321,410,461,2
0_4_42_aug_458.jpg,320,372,410,461,2
0_4_42_aug_458.jpg,372,423,410,461,2
0_4_42_aug_458.jpg,423,475,410,461,2
0_4_42_aug_458.jpg,475,527,410,461,2
0_4_42_aug_458.jpg,527,579,410,461,2
0_4_42_aug_458.jpg,217,269,461,512,2
0_4_42_aug_458.jpg,269,321,461,512,2
0_4_42_aug_458.jpg,320,372,461,512,2
0_4_42_aug_458.jpg,372,423,461,512,2
0_4_42_aug_458.jpg,423,475,461,512,2
0_4_42_aug_458.jpg,475,527,461,512,2
0_4_42_aug_458.jpg,527,579,461,512,2
0_4_42_aug_458.jpg,217,269,513,564,2
0_4_42_aug_458.jpg,269,321,513,564,2
0_4_42_aug_458.jpg,320,372,513,564,2
0_4_42_aug_458.jpg,372,423,513,564,2
0_4_42_aug_458.jpg,423,475,513,564,2
0_4_42_aug_458.jpg,475,527,513,564,2
0_4_42_aug_458.jpg,527,579,513,564,2
0_4_42_aug_458.jpg,217,269,564,615,2
